,id,name,is_base,ingredient_category_id,parent_id,notes
568,2364,Hot Tea,0,,0.0,
569,2396,Cream or Milk,0,,0.0,
570,942,"Eggs, separated",0,,302.0,
571,2479,Mr. Boston Creme de Cacao,0,17.0,0.0,
572,284,Freshly ground nutmeg,0,,81.0,
573,2399,Ground Ginger,0,,0.0,
574,2400,Allspice Berries,0,,0.0,
575,2401,Coriander Seeds,0,,0.0,
576,2460,750ml bottle Balfour Cream Sherry,0,,0.0,
577,2402,Ale,0,,0.0,
578,2397,Egg(s) Separated,0,,,
579,2403,Roasted Apple Slices or Tiny Roasted Apples,0,,0.0,
580,643,Strawberry liqueur,1,,,
581,2405,Sweet and Sour Mix,0,,0.0,
582,2458,750 ml Mr. Boston Creme de Banana,0,17.0,0.0,
583,654,Milk or half-and-half,0,,98.0,
584,2413,Chilled Passion Fruit Juice,0,,0.0,
585,2358,Anis,0,,0.0,
586,352,Strawberry schnapps,1,,,
587,182,Scotch,1,,,
588,63,Apricot-Flavored Brandy,0,15.0,759.0,
589,281,Amaretto,1,17.0,,
590,82,White creme de cacao,0,,694.0,
591,2361,Lemon Vodka,0,,0.0,
592,100,Blackberry-flavored brandy,0,,,
593,837,Coffee-flavored liqueur,0,,289.0,
594,2366,Crème de Cacao (Brown),0,,,
595,545,Apple schnapps,0,17.0,719.0,
596,467,Cinnamon schnapps,1,17.0,,
597,91,cherry-flavored brandy,0,,668.0,
598,148,Crème de banana,1,,,
599,2425,"Varietal Grape Juice (Chenin Blanc, etc.)",0,,0.0,
600,68,Blackberry brandy,1,,,
601,2371,100-proof Vodka,0,15.0,0.0,
602,2372,Italian White Peach Juice (or Peach Nectar),0,,0.0,
603,2373,Chilled sparkling Wine (Dry),0,,0.0,
604,2374,Black Currant Juice or Grenadine,0,,0.0,
605,2375,Burgundy Wine,0,,0.0,
606,2370,Cold Water,0,,0.0,
607,604,Canadian whisky,1,,,
608,2380,Claret or Red Wine,0,,0.0,
609,710,Green crème de menthe,0,17.0,250.0,
610,2407,Cherry Vodka,0,15.0,0.0,
611,258,Red wine,1,,,
612,126,Peach-flavored brandy,0,,1016.0,
613,2382,Medium Eggs,0,,0.0,
614,966,Whole milk,0,,98.0,
615,2383,"Heavy Cream, Whipped",0,,0.0,
616,2384,Powdered Nutmeg,0,,0.0,
617,715,White crème de menthe,1,17.0,,
618,2567,peach flavored 16 oz. light rum,0,,0.0,
619,694,White crème de cacao,1,17.0,,
620,2426,Chilled Orange Juice,0,,0.0,
621,2428,"Ripe Strawberries, Blueberries or Raspberries",0,,0.0,
622,926,Peach nectar,1,,,
623,299,Peach schnapps,1,,,
624,2387,"Wine (Port, Cream Sherry, Claret, Burgundy, or Madeira)",0,,0.0,
625,2379,Lime Vodka,0,15.0,0.0,
626,2389,Rock and Rye,0,15.0,0.0,
627,899,Brown sugar,1,,,
628,408,Peppermint schnapps,1,,,
629,2391,Hot Shot Tropical Fruit Liqueur,0,17.0,0.0,
630,2182,Orange Flavored Gin,0,,0.0,
631,246,Tonic water,1,,,
632,2412,Mint-Flavored Gin,0,15.0,0.0,
633,228,Raspberries,1,,,
634,2408,151-Proof Light Rum,0,15.0,0.0,
635,2429,V-8 Vegetable Juice,0,,0.0,
636,2415,Thinly Sliced Orange,0,,0.0,
637,2416,Thinly Sliced Lime,0,,0.0,
638,2406,Red or Rose Wine,0,,0.0,
639,2417,"Other fruit as desired (i.e., bananas, strawberry)",0,,0.0,
640,2419,Jamaica Light Rum,0,15.0,0.0,
641,2377,Crème de Cacao,0,,0.0,
642,163,Spanish brandy,1,,,
643,2556,chilled white wine,0,15.0,0.0,
644,2421,Bourbon or Blended Whiskey,0,15.0,0.0,
645,811,Fresh or frozen strawberries,0,,607.0,
646,2422,4 Fresh Strawberries or 1/3 Cup Frozen Strawberries,0,,0.0,
647,2575,7-Up,0,12.0,384.0,
648,2393,Chilled Tequila,0,15.0,0.0,
649,2394,Chilled Sauterne,0,,0.0,
650,2395,Bitters (if desired),0,14.0,0.0,
651,2398,Hot Apple Cider,0,,0.0,
652,473,Vodka,0,15.0,38.0,100-proof
653,2568,peach or tropical fruit schnapps,0,,0.0,
654,2378,Passion Fruit Syrup (if desired ),0,,0.0,
655,2505,Red Curacao,0,17.0,0.0,
656,2493,Sour Mix,0,11.0,0.0,
657,435,Coconut rum,1,,,
658,577,Tennessee whiskey,1,,,
659,2491,Ginger Ale or Club Soda,0,12.0,0.0,
660,571,Irish cream liqueur,1,,,
661,723,Scoops vanilla ice cream,1,,,
662,2518,Graham Cracker Crumbs,0,13.0,0.0,
663,2496,Club Soda or Ginger Ale,0,12.0,0.0,
664,143,Sparkling wine,0,,496.0,
665,2539,Apricot Brandy,0,15.0,0.0,
666,666,Mandarine Napoleon,1,,,
667,300,Spiced rum,1,,,
668,726,Banana liqueur,1,17.0,,
669,2519,medium banana,0,11.0,0.0,
670,996,Pineapple-grapefruit juice,0,,118.0,
671,997,"Ripe bananas, mashed",0,,729.0,
672,2520,Pina Colada Mix,0,11.0,0.0,
673,682,Hazelnut liqueur,1,,,
674,698,"Littleneck clam, shucked",1,,,
675,2516,Horseradish,0,6.0,0.0,
676,2502,Salt and Pepper to taste,0,13.0,0.0,
677,532,Black raspberry liqueur,1,,,
678,2521,Large fresh Strawberries,0,11.0,0.0,
679,2540,750 ml. bottle chilled champagne,0,15.0,0.0,
680,2503,Chilled Club Soda,0,12.0,0.0,
681,463,Tropical fruit schnapps,1,,,
682,2512,"Coffee, cooled",0,6.0,0.0,
683,2490,Vanilla Beans,0,11.0,0.0,
684,900,Almond extract,1,11.0,,
685,986,"Tomato juice, chilled",0,,39.0,
686,2558,Mineral Water,0,12.0,0.0,
687,2541,32 oz. bottle Cranberry-apple drink,0,12.0,0.0,
688,2542,"28 oz. bottle Mineral Water, chilled",0,12.0,0.0,
689,2536,Creme de Cafe,0,17.0,0.0,
690,2506,Citrus Vodka,0,15.0,0.0,
691,735,Rainbow sherbet,1,,,
692,1001,"Pineapple juice, chilled",0,,118.0,
693,1006,Pineapple sherbet,1,,,
694,362,maraschino cherries,0,13.0,0.0,"2 maraschino cherries, each skewered onto a straw, with the cherry near the bottom of the straw"
695,2522,Maraschino Cherry Juice,0,11.0,0.0,
696,2523,Cold Espresso,0,6.0,0.0,
697,692,Vanilla extract,1,,,
698,875,Chocolate syrup,1,,,
699,2524,"Medium Banana, cut in pieces",0,11.0,0.0,
700,2525,Orange Juice Concentrate,0,11.0,0.0,
701,2543,chilled grapefruit juice,0,12.0,0.0,
702,2544,12 oz. Chilled Light Beer,0,15.0,0.0,
703,2492,Instant Coffee,0,,0.0,
704,745,Chocolate ice cream,1,,,
705,2559,Chilled Cola,0,12.0,0.0,
706,2499,Peach-flavored Brandy,0,15.0,0.0,
707,2513,"Schnapps, any flavor",0,17.0,0.0,
708,2526,Amaretto Di Amore,0,17.0,0.0,
709,998,"Raspberry-flavored soda, chilled",1,,,
710,2555,"Frozen Raspberries, thawed",0,11.0,0.0,
711,999,Raspberry sherbet,1,,,
712,886,Spearmint schnapps,1,,,
713,2538,Mr. Boston Egg Nog,0,2.0,0.0,
714,716,Green crème de menthe,0,17.0,250.0,
715,533,Sambuca,1,,,
716,2514,48-proof Peach Schnapps,0,17.0,0.0,
717,2498,Hennessy V.S Cognac,0,15.0,0.0,
718,944,Ground cloves,0,,1012.0,
719,901,Steamed milk,0,,98.0,
720,2552,3-inch Cinnamon Stick,0,11.0,0.0,
721,945,Ground allspice,1,,,
722,2553,750 ml. bottle Burgundy Wine,0,15.0,0.0,
723,1021,"Cans frozen orange juice concentrate, thawed",0,,53.0,
724,1025,"Frozen lemonade concentrate, thawed",0,,490.0,
725,2545,2-liter bottle Lemon-lime Soda,0,12.0,0.0,
726,412,Gold tequila,1,,,
727,2560,"Frozen Strawberries, thawed",0,11.0,0.0,
728,162,Lemon wedge,0,,506.0,
729,2561,Juice of Fresh Lime,0,11.0,0.0,
730,2515,box of Lemon-lime Gelatin,0,11.0,0.0,
731,791,Guava juice,1,,,
732,674,Raspberry schnapps,1,,,
733,1026,Mint jelly,1,,,
734,2517,Bourbon Liqueur,0,17.0,0.0,
735,2500,Club Soda (Optional),0,12.0,0.0,
736,2508,Pureed Peaches,0,11.0,0.0,
737,795,Peeled fresh peach slices,0,,536.0,
738,2509,Chilled Vodka,0,15.0,0.0,
739,2562,Whole Sliced Peach,0,11.0,0.0,
740,2563,Ripe Raspberries,0,11.0,0.0,
741,798,Melba sauce or raspberry jam,1,,,
742,2527,Chocolate Mint Liqueur,0,17.0,0.0,
743,2528,Chocolate Sandwich Cookies,0,11.0,0.0,
744,511,Butterscotch schnapps,0,,224.0,
745,800,"Cream cheese, softened",1,,,
746,923,Sugar cubes,0,,92.0,
747,2537,Asbach Uralt Brandy,0,15.0,0.0,
748,683,Coffee beans,1,,,
749,2547,750 ml. bottle Red or Rose wine,0,15.0,0.0,
750,2510,Milk or Light Cream,0,2.0,0.0,
751,2529,Prune Juice,0,11.0,0.0,
752,919,Hot chocolate,1,,,
753,719,Apple liqueur,1,17.0,,
754,802,Partially thawed frozen sliced strawberries in syrup,1,,,
755,2504,Club Soda or Cider,0,12.0,0.0,
756,2530,Strawberries in syrup,0,11.0,0.0,
757,803,Frozen strawberries,0,,607.0,
758,2535,fresh strawberries,0,11.0,0.0,
759,2564,Fresh Pineapple,0,11.0,0.0,
760,371,Tanqueray gin,1,,,
761,2501,Margarita Mix,0,11.0,0.0,
762,2531,Vanilla ice milk,0,2.0,0.0,
763,2548,750 ml. bottle Chilled Sauterne,0,15.0,0.0,
764,2532,Light Rum or Vodka,0,15.0,0.0,
765,2533,Blueberry flavoring,0,11.0,0.0,
766,2534,Strawberry daiquiri mix,0,11.0,0.0,
767,810,Coconut syrup,1,,,
768,703,Crème de banana,0,17.0,148.0,
769,1002,Sweetened condensed milk,1,,,
770,1003,"Frozen pineapple juice concentrate, thawed",0,,118.0,
771,2551,"2-liter bottle Club Soda, chilled",0,12.0,0.0,
772,988,Salt and freshly ground black pepper to taste,0,,340.0,
773,2549,750 ml. bottle Creme de Banana,0,17.0,0.0,
774,2550,6 oz. cans Frozen Lemonade Concentrate thawed and undiluted,0,11.0,0.0,
775,2511,Milk or Cream,0,2.0,0.0,
776,2557,Lemon-lime soda or Club Soda,0,12.0,0.0,
777,280,Coconut-flavored rum,0,,435.0,
778,282,"Pineapple wedge, strawberry",0,0.0,,
779,186,Honey Syrup,1,,,
780,355,Tennessee sour mash whiskey,0,,577.0,
781,176,Cucumber,1,,,
782,385,Fresh cilantro sprigs,0,,629.0,
783,25,Blanco tequila,1,,,
784,386,Jalapeno hot pepper sauce,1,,,
785,220,Cucumber slice,0,0.0,,
786,462,Orange half-wheel,0,0.0,,
787,579,Chilled American sparkling wine,0,,496.0,
788,537,Peach slice,0,0.0,,
789,18,Lemon twist,0,,506.0,
790,77,Maraschino liqueur,0,,12.0,
791,179,crème de violette or Crème Yvette (optional),0,,222.0,
792,295,"Lime wheel, superfine sugar",0,,686.0,
793,818,"Peach puree, preferably white peach",0,,231.0,
794,819,Chilled prosecco,0,,496.0,
795,573,Blended Scotch Whiskey,0,,182.0,
796,41,Hot red pepper sauce,1,,,
797,488,Freshly ground black pepper to taste,0,,42.0,
798,489,"Lime wedge, celery stalk",0,0.0,,
799,309,"Pineapple wedge, maraschino cherry",0,0.0,,
800,563,Bourbon whiskey,0,,711.0,
801,203,Elderflower liqueur,1,,,
802,58,Ginger ale or soda water,0,,97.0,
803,141,Allspice liqueur (pimento dram),0,17.0,938.0,
804,158,Agave nectar,1,11.0,,
805,838,Pumpkin pie spice,1,,,
806,187,Star anise pod,0,0.0,,
807,86,"Lemon wedge, superfine sugar Long, wide spiral of lemon zest",0,0.0,,
808,78,Orange wheel,1,,,
809,841,"Lemon wheel, freshly grated nutmeg",0,0.0,,
810,601,Orange and lemon wheels,0,0.0,,
811,392,"Lime wedge, coarse salt",0,0.0,,
812,318,"Whole lime, cut into quarters",0,,686.0,
813,307,Cachaca,1,,,
814,121,Punt e Mes,1,,,
815,739,"Pineapple slice, maraschino cherry",0,0.0,,
816,208,Fresh grapefruit juice,0,,204.0,
817,338,Lime wheel,0,0.0,,
818,107,"Calvados, apple brandy, or applejack",0,,44.0,
819,123,Lillet Blanc,1,,,
820,130,Absinthe or pastis,0,15.0,242.0,
821,844,Fresh cranberries,1,,,
822,815,"Sparkling wine or Champagne, plus 1 splash to finish",0,,496.0,
823,845,cranberries,0,13.0,0.0,
824,61,Lime wedge,0,,686.0,
825,354,Gosling's dark rum,0,,146.0,
826,570,Straight rye whiskey,0,,8.0,
827,191,Mezcal,1,,,
828,195,Amaro,0,17.0,157.0,such as Ramazzotti or Averna
829,177,Aperol,1,,,
830,51,"Orange twist, flamed",0,0.0,,
831,223,Pomegranate juice,1,,,
832,109,Orange twist,1,,,
833,106,"Lemon wedge, superfine sugar",0,,506.0,
834,225,Earl Grey Gin,1,0.0,,
835,226,"Freshly grated lemon zest, lemon twist",0,0.0,,
836,403,Lime wedges,0,,686.0,
837,404,Whole strawberry,0,,607.0,
838,236,Rose water,1,,,
839,1017,Bottles brandy,0,,52.0,
840,1018,Bottle peach-flavored brandy,0,,639.0,
841,1019,Cold strong brewed black tea (optional),0,,574.0,
842,7,Bourbon or Rye Whiskey,0,15.0,711.0,
843,638,Lemon and lime wheels,0,0.0,,
844,536,"Peach slice, skinned",1,,,
845,132,Peach bitters,1,,,
846,237,Cocktail onion,0,0.0,,
847,247,Lime wedge (optional),0,0.0,,
848,890,"Lemon half-wheel, freshly grated nutmeg",0,0.0,,
849,480,Raspberry-flavored liqueur,1,,,
850,184,Cynar,1,,,
851,381,Amaro,0,17.0,157.0,such as Averna
852,407,Fresh grenadine,0,,54.0,
853,131,Fresh orange juice,0,,53.0,
854,349,"Grapefruit juice, preferably fresh",0,,204.0,
855,907,"Whipped cream, cinnamon stick",0,0.0,,
856,431,"Orange half-wheel, maraschino cherry",0,0.0,,
857,910,Lightly whipped cream,0,0.0,,
858,260,Elderflower cordial,0,,203.0,
859,434,Small pineapple slice,0,0.0,,
860,477,Citrus-flavored vodka,1,,,
861,552,Crema di limoncello,0,,160.0,
862,469,lemon-flavored vodka,0,,506.0,
863,553,"Cucumber slices, chopped",0,,176.0,
864,554,Acai berry flavored vodka,1,15.0,,
865,555,raspberry and cucumber,0,13.0,0.0,"1 raspberry sandwiched between 2 thin cucumber slices, skewered"
866,558,"Cola, as needed",0,,344.0,
867,34,"Dark rum, preferably Jamaican",0,,146.0,
868,37,"Fresh pineapple wedge skewered with maraschino cherry, fresh mint sprig",0,0.0,,
869,602,Rye or bourbon whiskey,0,,8.0,
870,183,Fresh basil leaves,1,,,
871,566,Basil leaf,0,0.0,,
872,26,Cointreau or triple sec,1,,,
873,27,"Lime wedge, coarse (kosher) salt",0,0.0,,
874,11,Boker's bitters,1,,,
875,13,Old Tom gin,1,,,
876,269,Lemon twist or green olive,0,0.0,,
877,272,Peeled Watermelon,0,13.0,880.0,
878,273,Watermelon cube or ball,0,0.0,,
879,414,pomegranate molasses (available at Middle Eastern grocers),0,,544.0,
880,916,"Malbec, zinfandel, or other red wine with spicy notes",0,,258.0,
881,895,Mulling spices,1,,,
882,88,Lemon wheel,0,0.0,,
883,62,"Lemon half-wheel, maraschino cherry",0,0.0,,
884,700,Orange or Angostura bitters,0,,17.0,
885,701,"Orange wheel, Italian preserved cherry",0,0.0,,
886,498,Orange marmalade,1,,,
887,193,Grapefruit twist,0,0.0,,
888,423,Grapefruit-flavored soda,0,,398.0,
889,656,Scotch Whiskey,0,15.0,182.0,
890,216,Ginger liqueur,1,,,
891,449,"Smoky Scotch whisky, such as Islay or Skye",0,,529.0,
892,377,Pimm's No. 1,1,,,
893,679,Ginger ale or lemon-lime soda,0,,97.0,
894,680,Cucumber slices and/or lemon wheel,0,0.0,,
895,120,Pisco,1,,,
896,502,"Lemon, orange, and pineapple slices; maraschino cherry; fresh mint sprig dipped in sugar",0,0.0,,
897,161,"Lemon wheel, maraschino cherry",0,0.0,,
898,611,"Lemon wedge, coarse salt",0,,506.0,
899,359,Green or yellow Chartreuse,0,,168.0,
900,868,"Fruity red wine, such as merlot",0,,258.0,
901,156,Orange liqueur,0,,21.0,
902,869,"Cinnamon stick, orange twist studded with 3 whole cloves",0,0.0,,
903,713,"Rye whiskey, preferably Sazerac Rye",0,0.0,8.0,
904,714,"Absinthe, Herbsaint, or Pernod",0,15.0,242.0,
905,736,Chilled Champagne or sparkling wine,0,,496.0,
906,887,"Orange half-wheel, whole strawberry",0,0.0,,
907,957,Fresh strawberries sliced,0,11.0,607.0,
908,958,Chopped fresh pineapple,0,,660.0,
909,959,"Pineapple wedges, whole strawberries",0,0.0,,
910,592,Straight rye whisky,0,,8.0,
911,593,Grapefruit twist or skewered raspberry,0,0.0,,
912,160,Limoncello,1,,,
913,275,"Lemon wedge, Demerara sugar",0,0.0,,
914,276,Grapefruit bitters,1,,,
915,44,Calvados,1,,,
916,154,Apple cider,1,11.0,,
917,155,Red apple slice,0,0.0,,
918,943,Cream of tartar,1,,,
919,375,"Orange and lemon wheels, maraschino cherry",0,0.0,,
920,379,Cocchi Americano,1,,,
921,380,Large lemon twist,0,0.0,,
922,766,"Orange and lemon half-wheels, maraschino cherry",0,0.0,,
923,222,Crème de violette,1,,,
924,773,"Orange wheel, maraschino cherry, lemon twist",0,0.0,,
925,950,"Rye, bourbon, or blended whiskey",0,,8.0,
926,167,Calvados or apple brandy,0,,44.0,
927,522,Gold rum,1,,,
928,321,Demerara Syrup,1,,,
929,523,Tiki (such as Bittermen's 'Elemakule) or Angostura bitters (optional) Garnish: Fresh mint sprig,0,,428.0,
930,564,Gingerbread liqueur,1,,,
931,565,Italian preserved cherry,0,0.0,,
932,557,Ramazzotti Amaro,0,,157.0,
933,812,Lemon and lime wedges,0,0.0,,
934,264,Lillet Rouge,1,,,
935,171,Lemon wheel wrapped around 3 fresh black currants and skewered,0,0.0,,
936,337,Amaro Nonino,1,17.0,,
937,568,Mole bitters,1,,,
938,46,"Orange-flavored liqueur, preferably Creole Shrubb",0,,21.0,
939,48,Italian cherry in syrup,0,0.0,,
940,363,Pear-flavored vodka,1,,,
941,468,Thin pear slice,0,0.0,,
942,283,Aged rhum agricole,1,15.0,,
943,360,Ginger syrup,1,,,
944,574,"Cold brewed black tea, preferably Japanese",1,,,
945,125,Mint sprigs,0,,89.0,
946,50,Armagnac,1,15.0,,
947,202,Plymouth gin,0,,16.0,
948,129,orgeat or almond syrup,0,,36.0,
949,826,Hot brewed chai or orange-spiced tea,1,,,
950,828,Hot brewed black tea,1,,,
951,954,"Eggnog, chilled",0,,964.0,
952,955,"Jamaican rum, brandy, or bourbon",0,,117.0,
953,580,"Brown sugar cube, such as Demerara",0,,899.0,
954,285,Aged rum,1,15.0,255.0,
955,287,"Lime wedge, fresh mint sprig",0,0.0,,
956,695,Maraschino cherry on long skewer,0,0.0,,
957,59,Lemon twist (optional),0,0.0,,
958,721,"Apple slice, maraschino cherry",0,13.0,0.0,
959,722,"Graham cracker crumbs, whipped cream, ground cinnamon",0,0.0,,
960,658,Apple slice,0,13.0,0.0,with ground cinnamon
961,724,Half-ring spiced apple,0,0.0,,
962,891,"Cinnamon Syrup, or use store-bought syrup",0,,200.0,
963,814,"Cinnamon Syrup, or use store-bought",0,,200.0,
964,65,Soda water or ginger ale,0,,60.0,
965,976,Lime wheels,0,0.0,,
966,831,"ground cinnamon, orange or lemon wheel",0,13.0,0.0,
967,470,White curacao or triple sec,0,17.0,21.0,
968,178,Cherry Heering,1,,,
969,696,Mandarine Napoleon,0,,666.0,
970,181,Genever,1,,,
971,290,Strawberry or maraschino cherry,0,0.0,,
972,233,Fresh basil leaf,0,0.0,,
973,697,"Banana-flavored schnapps, preferably 99 Bananas",0,17.0,726.0,
974,292,"Banana slice, freshly grated nutmeg",0,0.0,,
975,725,"Orange half-wheel, banana slice",0,0.0,,
976,471,White grapes,1,,,
977,472,"Fresh basil sprig, white grape",0,0.0,,
978,185,Small fresh basil leaf,0,0.0,,
979,892,"Varietal white grape juice, such as chenin blanc",0,0.0,,
980,728,Pinapple juice,0,,118.0,
981,730,"Pineapple wedges, paper umbrella",0,0.0,,
982,475,"Strawberry, chopped",0,,607.0,
983,476,"Strawberry slice, fresh basil leaf",0,0.0,,
984,816,Bianco vermouth,1,,,
985,817,"Large strawberry, sliced",0,,607.0,
986,188,"Superfine sugar, coarsely ground caraway seed, lemon wedge",0,0.0,,
987,297,Falernum,1,,,
988,298,"Orange wheel, maraschino cherry",0,0.0,,
989,382,"Lime wedge, superfine sugar",0,,686.0,
990,478,"Lemon twist, fresh pomegranate seeds",0,0.0,,
991,70,"Tangerine wedge, superfine sugar",0,0.0,,
992,71,Tuaca,1,,,
993,72,"Hazelnut liqueur, such as Frangelico",0,,682.0,
994,73,Fresh tangerine juice,1,,,
995,74,Roasted hazelnut,0,0.0,,
996,301,Rhum agricole,1,,,
997,303,Fresh blood orange juice,0,,417.0,
998,304,Blood orange wheel,0,0.0,,
999,190,Grapefruit zest twist,0,,204.0,
1000,482,Black cherry-flavored vodka,1,,,
1001,483,White chocolate liqueur,1,,,
1002,484,Black cherry juice,1,,,
1003,305,Black olive,0,0.0,,
1004,833,"Whipped cream, chocolate shavings, cinnamon stick",0,0.0,,
1005,306,Hot strong brewed coffee,0,,826.0,
1006,820,Large fresh blackberries,0,,893.0,
1007,644,Chilled sparkling wine,0,,496.0,
1008,821,Fresh blackberry,0,0.0,,
1009,893,Blackberries,1,,,
1010,894,"Blackberry and lemon wheel, skewered together",0,0.0,,
1011,437,Cold brewed coffee,1,,,
1012,591,"Orange twist, green olive",0,0.0,,
1013,487,"Lemon wedge, lime wheel",0,0.0,,
1014,493,Prepared horseradish,1,,,
1015,699,"Celery salt, lime wedge",0,0.0,,
1016,43,"Lime wedge, 3 green olives",0,0.0,,
1017,594,"Smoky Scotch whisky, such as Laphroaig",0,,529.0,
1018,595,V8 cocktail juice,1,,,
1019,596,ketchup,1,,,
1020,597,Freshly ground white pepper,1,,,
1021,599,Fine sea salt,1,,,
1022,196,Licor 43,1,,,
1023,731,"Whipped cream, maraschino cherry",0,0.0,,
1024,389,"Lime juice, coarse salt",0,0.0,,
1025,732,"Whipped cream, blue curacao, maraschino cherry",0,13.0,,
1026,734,Chocolate-covered strawberry,0,0.0,,
1027,198,Peach liqueur,1,,,
1028,199,Fresh peach slice,0,0.0,,
1029,977,Bottle brandy,0,,52.0,
1030,978,Bottle dry (fino) sherry,0,,101.0,
1031,979,"Bottles Champagne, chilled",0,,496.0,
1032,980,"Soda water, chilled",0,,60.0,
1033,981,Bottles light rum,0,,23.0,
1034,984,Sliced bananas,0,0.0,,
1035,312,Orange or lemon zest spiral,0,0.0,,
1036,822,"White Belgian ale, such as Blue Moon",1,,,
1037,485,Orange-flavored vodka,1,,,
1038,600,"Lemon wedge, superfine sugar Long, wide spiral of orange zest",0,0.0,,
1039,840,"Brandy, warmed",0,,52.0,
1040,85,"Orange or lemon wheel, maraschino cherry",0,0.0,,
1041,985,Cold strong brewed black tea,0,,574.0,
1042,93,"Lemon twist, orange wheel, maraschino cherry",0,0.0,,
1043,387,Anejo tequila,1,15.0,,
1044,254,Amer Picon or Torani Amer,1,14.0,,
1045,823,"Lager beer, preferably Brooklyn Lager",0,,867.0,
1046,824,"Fresh mint sprig, lime wheel",0,0.0,,
1047,200,Cinnamon Syrup,1,,,
1048,987,Bottle light or dark rum,0,,23.0,
1049,989,Lemon or lime wheels,0,0.0,,
1050,94,"Sweet sherry, preferably Pedro Ximenez",0,,315.0,
1051,603,"Maraschino cherry, orange half-wheel",0,0.0,,
1052,99,"Freshly grated nutmeg, ground cinnamon",0,0.0,,
1053,390,Honey liqueur,1,,,
1054,391,Fresh apple cider,0,,154.0,
1055,587,Concord grape juice,1,,,
1056,316,"Lemon wedge, Cinnamon Sugar",0,0.0,506.0,
1057,317,"Lemon twist, ground cinnamon",0,0.0,,
1058,491,"Lemon wedge, celery salt",0,0.0,,
1059,492,Tomato-clam juice,1,,,
1060,494,"Celery stalk, lemon wedge",0,0.0,,
1061,842,Coffee-Infused Cachaca,1,,,
1062,843,"Cream liqueur, such as Coole Swan",0,,571.0,
1063,852,"Whipped cream, finely chopped orange zest",0,0.0,,
1064,364,Oloroso sherry,1,,,
1065,393,Rhubarb bitters,1,,,
1066,319,"Pineapple wedge, orange wheel, maraschino cherry",0,0.0,,
1067,990,Bottles cranberry-apple drink,1,,,
1068,991,"Bottle mineral water, chilled",0,,510.0,
1069,870,"Orange wheel, superfine sugar, ground cinnamon",0,0.0,,
1070,873,Crème de cafe or coffee liqueur,1,,,
1071,874,"Whipped cream, toasted sliced almonds, maraschino cherry",0,0.0,,
1072,705,Apple-flavored schnapps,0,17.0,719.0,preferably 99 Apples
1073,872,"Red wine, such as merlot",0,,258.0,
1074,992,Fresh simple syrup,0,,5.0,
1075,993,Split Champagne,0,,496.0,
1076,322,Fresh ginger juice,0,,173.0,
1077,324,"Orange, lemon, or lime wheel",0,0.0,,
1078,328,Maraschino cherry speared to pineapple wedge,0,0.0,,
1079,994,"Fresh seasonal fruit, 3 long strips of cucumber peel, bunch of fresh mint",0,0.0,,
1080,995,Cold soda water,0,,60.0,
1081,1004,"Fresh lemon juice, chilled",0,,506.0,
1082,332,"Lemon wedge, Cinnamon Sugar",0,,506.0,
1083,333,Cinnamon stick wrapped with orange zest spiral,0,0.0,,
1084,394,Reposado tequila,1,,,
1085,395,Orange blossoms (optional): orange wedge,0,0.0,,
1086,662,Taylor's Velvet Falernum,0,,297.0,
1087,663,"Freshly grated nutmeg, fresh mint sprig",0,0.0,,
1088,616,Blackberry liqueur,0,,68.0,
1089,617,B &amp; B,0,0.0,,
1090,105,"Cherry-flavored brandy, superfine sugar",0,0.0,,
1091,737,Italian preserved cherries in syrup or domestic maraschino cherries,1,,,
1092,738,Italian preserved cherry in syrup or domestic maraschino cherry,0,0.0,,
1093,825,Cherry puree,1,,,
1094,827,Vanilla syrup,1,,,
1095,740,Cold brewed espresso,0,,437.0,
1096,205,Cucumber Slice,0,13.0,176.0,Peeled
1097,207,Paper-thin cucumber slice,0,0.0,,
1098,741,"Maraschino cherry and banana chunk on cocktail pick, whipped cream, chocolate sprinkles",0,0.0,,
1099,693,Chocolate shavings,0,0.0,,
1100,673,"Whipped cream, chocolate shavings, maraschino cherry",0,0.0,,
1101,878,Brewed hot coffee,0,,832.0,
1102,879,"Mini marshmallows, pinch of cocoa powder",0,0.0,,
1103,664,Heavy cream or half-and-half,0,0.0,,
1104,742,Light brown sugar,1,,,
1105,1009,Cans chilled lager beer,0,,867.0,
1106,704,lemon wheels,0,0.0,,
1107,835,"Red wine, such as claret or cabernet sauvignon",0,,258.0,
1108,1014,"Bottles red wine, such as cabernet-merlot blend",0,,258.0,
1109,743,"Whipped cream, chocolate peanut butter cup, notched",0,13.0,,
1110,267,Pineapple wedge,0,0.0,,
1111,898,Cold brewed espresso or French roast coffee,0,,437.0,
1112,917,"Cola, chilled",0,,344.0,
1113,214,Mint sprig,0,0.0,,
1114,618,Bourbon Whiskey,0,15.0,711.0,1792 Ridgemont Reserve 
1115,396,"Whole strawberry, hulled",0,,607.0,
1116,397,Strawberry slice,0,0.0,,
1117,213,Cherry Marnier,0,,178.0,
1118,744,"Melon wedge, maraschino cherry",0,0.0,,
1119,581,Orange wedge,0,,78.0,
1120,619,Vanilla-Infused Bourbon,0,15.0,711.0,
1121,620,Honey-Currant Syrup,1,0.0,,
1122,621,Stick of cotton candy,0,0.0,,
1123,398,Grapefruit soda,1,,,
1124,271,Rosemary sprig,0,0.0,,
1125,341,Creole Shrubb (rum-based orange liqueur),1,,,
