,master_recipe_id,id,name,edition_year,ingredient_id_0,recipe_ingredient_type_0,measurement_id_0,amount_0,ingredient_id_1,recipe_ingredient_type_1,measurement_id_1,amount_1,ingredient_id_2,recipe_ingredient_type_2,measurement_id_2,amount_2,ingredient_id_3,recipe_ingredient_type_3,measurement_id_3,amount_3,ingredient_id_4,recipe_ingredient_type_4,measurement_id_4,amount_4,ingredient_id_5,recipe_ingredient_type_5,measurement_id_5,amount_5,ingredient_id_6,recipe_ingredient_type_6,measurement_id_6,amount_6,ingredient_id_7,recipe_ingredient_type_7,measurement_id_7,amount_7,ingredient_id_8,recipe_ingredient_type_8,measurement_id_8,amount_8,ingredient_id_9,recipe_ingredient_type_9,measurement_id_9,amount_9,ingredient_id_10,recipe_ingredient_type_10,measurement_id_10,amount_10,ingredient_id_11,recipe_ingredient_type_11,measurement_id_11,amount_11,ingredient_id_12,recipe_ingredient_type_12,measurement_id_12,amount_12,ingredient_id_13,recipe_ingredient_type_13,measurement_id_13,amount_13,ingredient_replacement_suggestions,instructions,glass_id,notes,year_introduced
416,426.0,426,Prince's Smile,2012,16.0,Main,4.0,1,63.0,Main,4.0,1/2,57.0,Main,4.0,1/2,22.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1984
417,427.0,427,Princeton Cocktail,2012,16.0,Main,4.0,1,19.0,Main,4.0,1,24.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1935
418,428.0,428,Prohibition Cocktail,2012,16.0,Main,4.0,1 1/2,123.0,Main,4.0,1 1/2,63.0,Main,4.0,1/4,131.0,Main,4.0,1/4,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake and strain into cocktail glass. Add lemon twist.,44,,2012
419,429.0,429,Chantilly Cocktail,2012,332.0,Main,18.0,,146.0,Main,4.0,1 1/2,63.0,Main,4.0,3/4,22.0,Main,4.0,1,5.0,Main,4.0,1,132.0,Main,2.0,2,333.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rim chilled cocktail glass with lemon and cinnamon sugar. Shake
remaining ingredients with ice and strain into glass. Add cinnamon orange garnish.",44,,2012
420,430.0,430,Cherie,2012,23.0,Main,4.0,1,21.0,Main,4.0,1/2,91.0,Main,4.0,1/2,24.0,Main,4.0,1,103.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass. Add cherry.,44,,1974
421,431.0,431,Chet Baker,2012,92.0,Main,0.0,1,6.0,Main,2.0,2,121.0,Main,4.0,1/4,186.0,Main,4.0,1/4,18.0,Garnish,0.0,,146.0,Main,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Muddle sugar cube with bitters in mixing glass. Add ice, then other
ingredients, and stir briefly. Strain into ice-filled old-fashioned
glass. Garnish with lemon twist.",27,,2012
422,432.0,432,Chinese Cocktail,2012,146.0,Main,4.0,1 1/2,54.0,Main,4.0,1/2,77.0,Main,10.0,1,21.0,Main,10.0,1,6.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Shake with ice and strain into chilled cocktail glass.,44,,1935
423,433.0,433,Chocolate Rum,2012,23.0,Main,4.0,1,334.0,Main,4.0,1/2,55.0,Main,4.0,1/2,255.0,Main,10.0,1,67.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into ice-filled old-fashioned glass.,27,,1974
424,434.0,434,Cocomacoque,2012,118.0,Main,4.0,2,53.0,Main,4.0,2,23.0,Main,4.0,1 1/2,22.0,Main,4.0,1,258.0,Main,4.0,2,267.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first four ingredients. Strain into ice-filled Collins glass and
top with wine. Add pineapple.",13,,1974
425,435.0,435,Coffey Park Swizzle,2012,146.0,Main,4.0,1,192.0,Main,4.0,1,216.0,Main,4.0,3/4,24.0,Main,4.0,3/4,297.0,Main,4.0,1/4,6.0,Main,2.0,4,214.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Pour ingredients into crushed ice-filled Collins glass. With
bar-spoon between your palms, move hands back and forth and up
and down to quickly rotate and lift spoon until glass is frosted. Add
mint.",13,,2012
426,436.0,436,Lemon-Coconut Colada,2012,335.0,Main,4.0,1 1/2,280.0,Main,4.0,1 1/2,308.0,Main,4.0,2,80.0,Main,4.0,1,118.0,Main,4.0,4,22.0,Main,4.0,1/2,336.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into ice-filled hurricane glass. Top with
lemon zest or coconut.",23,,2012
427,437.0,437,Pina Colada,2012,23.0,Main,4.0,3,118.0,Main,4.0,3,308.0,Main,4.0,1 1/2,309.0,Garnish,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combine ingredients with 2 cups of crushed ice in blender on high
speed. Pour into chilled Collins glass. Garnish with pineapple and
cherry and serve with a straw.",13,"Another rum drink with a murky history, it was probably the invention of
Ramon ""Monchito"" Marrero at the Caribe Hilton's Beachcomber Bar in
San Juan, PR, in 1954, at the time when cream of coconut was just hitting
the marketplace.",1974
428,438.0,438,Concrete Jungle,2012,146.0,Main,4.0,1 1/2,44.0,Main,4.0,1/2,337.0,Main,4.0,1/2,9.0,Main,4.0,1/2,242.0,Main,2.0,1,17.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,2012
429,439.0,439,Continental,2012,23.0,Main,4.0,1 3/4,24.0,Main,4.0,1/2,250.0,Main,4.0,1/4,5.0,Main,10.0,1,18.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Add lemon
twist.",44,,1974
430,440.0,440,Corkscrew,2012,23.0,Main,4.0,1 1/2,19.0,Main,4.0,1/2,126.0,Main,4.0,1/2,338.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Garnish with
lime.",44,,1974
431,441.0,441,Cream Puff,2012,23.0,Main,4.0,2,67.0,Main,4.0,1,5.0,Main,10.0,1,60.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first three ingredients with ice and strain into chilled highball
glass over 2 ice cubes. Fill with soda water and stir.",21,,1957
432,442.0,442,Creole,2012,301.0,Main,4.0,1 1/2,339.0,Main,4.0,1 1/2,22.0,Main,10.0,1,41.0,Main,2.0,1,340.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into ice-filled old-fashioned glass.,27,,1974
433,443.0,443,Creole Club Cocktail,2012,283.0,Main,4.0,2,341.0,Main,4.0,1,24.0,Main,4.0,3/4,6.0,Main,2.0,1,17.0,Main,2.0,1,342.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Shake with ice and strain into chilled cocktail glass. Top with
nutmeg and add star anise.",44,,2012
434,444.0,444,Cuba Libre,2012,23.0,Main,4.0,2,344.0,Main,0.0,2,61.0,Garnish,0.0,2,344.0,Main,18.0,Fill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Cuba Libre is a simple, refreshing cocktail with big flavor. Using a rum with a powerful cane sugar flavor gives this highball body, and sweetness. Calypso White Rum has a light body to keep the cocktail refreshing, but a dominant cane sugar flavor to give it a rich sweetness.","Pour rum into ice-filled highball glass. Fill with cola and stir.
Squeeze lime into glass and add wedge.",21,"Even if you flunked Spanish 101, you probably already know that Cuba Libre means Free Cuba. This was both a battle cry during the Spanish-American War and a celebratory toast thereafter. Once Cuba had won its independence from Spain, Coca-Cola was sold freely on the Cuban market. It was a commonly mixed with Cuban rum—usually Bacardí—and a squeeze of lime. During the Second World War, American spirits were scarce outside the military, and the only substitute imported in substantial quantities was Caribbean rum. Due to the rationing of sugar, there were few products to mix with alcohol aside from Coca-Cola. Thus, the Cuba Libre surged in popularity. The harsh truth is that after Coca-Cola removed some of its more dubious components in 1903, we'll never know what the original Cuba Libre was like. But that shouldn't stop anyone from toasting “Por Cuba libre!”",1957
435,445.0,445,Cuban Special,2012,23.0,Main,4.0,1,118.0,Main,4.0,1/2,24.0,Main,4.0,1/2,21.0,Main,4.0,1/4,309.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Garnish with
pineapple and cherry.",44,,1984
436,446.0,446,The Cure and The Cause,2012,345.0,Main,0.0,12,346.0,Main,4.0,1/2,307.0,Main,4.0,1 1/2,347.0,Main,4.0,3/4,24.0,Main,4.0,1,348.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle 12 blueberries and syrup in mixing glass. Add remaining
ingredients and shake with ice. Strain into ice-filled highball glass. Garnish with blueberries.",21,"Created by ANDRES SANCHEZ, Philadelphia, PA.
You will find jars of wild hibiscus flowers in rose syrup at specialty
stores.",2012
437,448.0,448,Derby Daiquiri,2012,23.0,Main,4.0,1 1/2,53.0,Main,4.0,1,24.0,Main,4.0,1/2,5.0,Main,4.0,1/2,2100.0,Main,40.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combine ingredients with 1/2 cup cracked ice in blender and blend on
low speed until smooth. Pour into champagne flute.",3,,1974
438,449.0,449,Hemingway Daiquiri,2012,23.0,Main,4.0,2,349.0,Main,4.0,3/4,24.0,Main,4.0,1/2,77.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calypso White Rum in an excellent choice for the Hemingway Daiquiri with is light body and sweet cane sugar flavor. The sugar pairs nicely with the fruit juices, and allows the Maraschino to shine without drying out the cocktail.",Shake with ice and strain into ice-filled cocktail glass.,44,"There are many variations on the story of how the Hemingway Daiquiri came to be, but the general consensus is that the story begins with a bathroom break. While passing by El Floridita, a popular bar in Havana, Mr. Hemingway stopped off to answer nature's call and make use of the facilities. On the way out, he noticed the bartender preparing a large batch of Daiquiris and, not wanting to miss out on an opportunity, decided to try one. He told the bartender that he preferred his Daiquiris with no sugar and twice the normal dose of rum. The bartender made one as requested and named it after him. After the double dose of rum, the story gets a little fuzzy. Perhaps the bartender wasn't quite satisfied with the drink and decided to doctor it up with Maraschino and grapefruit juice. However it happened, this is an exceptional cocktail.",2012
439,450.0,450,Passion Daiquiri,2012,23.0,Main,4.0,1 1/2,24.0,Main,4.0,1,350.0,Main,4.0,1/2,5.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1957
440,451.0,451,Strawberry Daiquiri,2012,351.0,Main,0.0,2,24.0,Main,4.0,1,5.0,Main,4.0,1/2,23.0,Main,4.0,1,352.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle strawberries, lime juice, and syrup in mixing glass. Add rum
and schnapps. Shake with ice and strain into chilled cocktail glass.",44,,1984
441,452.0,452,Daisy De Santiago,2012,146.0,Main,4.0,2,24.0,Main,4.0,3/4,5.0,Main,4.0,3/4,104.0,Main,4.0,1,353.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake first three ingredients with ice and strain into ice-filled red wine glass. Carefully float Chartreuse on top. Add mint.,34,,2012
442,453.0,453,Dark'n Stormy,2012,241.0,Main,0.0,,354.0,Main,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"George Bowman's Small Batch Dark rum is an excellent choice for the Dark & Stormy. It's subtle aroma of coconut and vanilla are followed by the rich flavors of molasses, honey and brown sugar, that are a perfect pair for the spicy ginger beer and touch of lime.","Pour ginger beer into an ice-filled old-fashioned glass. Float rum on
top.",27,"Only a handful of the cocktail recipes out there are trademarked. The Dark ‘n' Stormy is one of them. The Gosling family, who owns the rights to this recipe, began dabbling in rum in Bermuda in the 1860s. Their experimentation resulted in a distinctly rich, dark rum that they would eventually christen “Gosling's Black Seal”. Around the same time, British sailors began brewing beer on the island using ginger root, which was said to cure seasickness. Eventually, someone had the grand idea to mix the two together, and the Dark ‘n' Stormy was born. The name is said to come from a sailor who said that it was “the color of a cloud only a fool or a dead man would sail under.” Fool or not, you're bound to enjoy this cocktail. Just be sure to use Gosling's Black Seal, or you may get a call from Mr. Gosling himself.",2012
443,454.0,454,Diabolo,2012,23.0,Main,4.0,2,21.0,Main,4.0,1/2,19.0,Main,4.0,1/2,6.0,Main,2.0,2,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Stir with ice and strain into chilled cocktail glass. Add orange twist.,44,,2012
444,455.0,455,Dingo,2012,23.0,Main,4.0,1/2,355.0,Main,4.0,1/2,281.0,Main,4.0,1/2,53.0,Main,4.0,2,22.0,Main,4.0,1,5.0,Main,4.0,1,54.0,Main,11.0,1,78.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and pour into ice-filled highball glass. Garnish with
orange.",21,,2000
445,456.0,456,Doctor Funk No. 2,2012,146.0,Main,4.0,1 1/2,297.0,Main,4.0,1/2,54.0,Main,4.0,1/2,24.0,Main,4.0,3/4,242.0,Main,2.0,1,6.0,Main,2.0,1,60.0,Main,0.0,,61.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Shake first six ingredients with ice and strain into hurricane glass.
Fill with soda water. Add lime.",23,"The real Doctor Funk was Robert Louis Stevenson's physician in the
South Seas. Some versions of this drink go heavy on the absinthe, so add more if you wish.",2012
446,457.0,457,El Presidente Cocktail No. 1,2012,23.0,Main,4.0,1 1/2,24.0,Main,4.0,3/4,118.0,Main,10.0,1,54.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Corpse Reviver is all about balancing the bright citrus of the lemon and triple sec, and the herbal notes of the absinthe. The spicy coriander and pine of Fleischmann's Gin along with its citrus and herbal botanicals create a perfect bridge between the other ingredients, finding the balance which is key in the Corpse Reviver No.2",Shake with ice and strain into chilled cocktail glass.,44,"Like the Corpse Reviver, there are a few different variations on this cocktail, generally denoted by numbers. This particular recipe is essentially a softer, fruitier version of a Daiquiri. The combination of pineapple and rum is, as usual, reminiscent of a beach vacation and helps tone down the acidity of the lime. Grenadine imparts just enough sweetness and a tart pomegranate note for a bit of added depth. Be sure to use real grenadine syrup though, none of that chemical cherry nonsense. This cocktail is among Havana's many contributions to drink menus everywhere and is sure to refresh on even the most sweltering of summer days. Just be careful, these things go down like adult juice boxes.",1957
447,458.0,458,The Pulitzer,2012,202.0,Main,4.0,1 1/4,203.0,Main,4.0,1/2,263.0,Main,4.0,1/4,22.0,Main,4.0,1/2,158.0,Main,10.0,1,274.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Garnish with
mint.",44,,2012
448,459.0,459,Queen Elizabeth,2012,16.0,Main,4.0,1 1/2,19.0,Main,4.0,1/2,66.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1984
449,460.0,460,Ramos Gin Fizz,2012,16.0,Main,4.0,1 1/2,80.0,Main,4.0,1,5.0,Main,4.0,1/2,22.0,Main,4.0,1/2,24.0,Main,4.0,1/2,116.0,Main,0.0,1,356.0,Main,2.0,3-4,60.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,"The Ramos Gin Fizz is considered an ""eye opener"" cocktail, historically served to help those who consumed it wake up. It's tart, and creamy, and refreshing, and it calls for a bright, crisp gin. Sunset Hill's Small batch gin is an excellent choice, with its fresh botanical blend and light, smooth body. ","Shake all ingredients except soda water without ice well until foamy.
Add ice and shake well until chilled. Strain into chilled highball
glass. Top with soda water and stir.",21,"The Ramos Gin Fizz is one of New Orleans's most famous cocktails. When Henry C. Ramos invented this cocktail in 1888 at the Imperial Cabinet Saloon, his recipe called it to be shook for 12 minutes straight. To keep up with the demand, Mr. Ramos kept at least 20 people behind the bar making nothing but Ramos Gin Fizzes at all times. During certain festivals and holidays, he was known to have up to 32. After the end of Prohibition, this cocktail was revived, but the 12-minute shake time was left in the grave. It has a particularly frothy body as well as a remarkably sweet floral note imparted by the orange blossom water.",1988
450,461.0,461,Red Baron,2012,16.0,Main,4.0,1 1/2,9.0,Main,4.0,1/2,195.0,Main,4.0,1/2,77.0,Main,4.0,1/4,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,44,,2012
451,462.0,462,Red Cloud,2012,16.0,Main,4.0,1 1/2,63.0,Main,4.0,1/2,22.0,Main,4.0,1/4,54.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
452,463.0,463,Remsen Cooler,2012,13.0,Main,4.0,2,5.0,Main,10.0,1,65.0,Main,0.0,2,239.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir gin and syrup in Collins glass. Add ice, fill with soda water or
ginger ale, and stir again. Insert citrus spiral(s) and dangle end(s)
over rim of glass.",13,,1935
453,464.0,464,Renaissance Cocktail,2012,16.0,Main,4.0,1 1/2,101.0,Main,4.0,1/2,357.0,Main,4.0,1/2,81.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Top with
nutmeg.",44,,1974
454,465.0,465,Robert E. Lee Cooler,2012,16.0,Main,4.0,2,60.0,Main,4.0,2,24.0,Main,4.0,1/2,5.0,Main,10.0,1,75.0,Main,10.0,1/4,97.0,Main,0.0,,64.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour first five ingredients into ice-filled Collins glass. Top with
ginger ale and stir. Add citrus spiral(s) and dangle end(s) over rim.",13, ,1957
455,466.0,466,Rolls-Royce,2012,16.0,Main,4.0,1 1/2,19.0,Main,4.0,1/2,9.0,Main,4.0,1/2,66.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
456,467.0,467,Rose Cocktail (English),2012,106.0,For the Glass,0.0,1/2,16.0,Main,4.0,1,63.0,Main,4.0,1/2,19.0,Main,4.0,1/2,22.0,Main,4.0,1/4,54.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rim chilled cocktail glass with lemon and sugar. Shake remaining
ingredients with ice and strain into glass.",44,,1935
457,468.0,468,Rose Cocktail (French),2012,16.0,Main,4.0,1 1/2,91.0,Main,4.0,1/2,19.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
458,469.0,469,Rusty Monk,2012,16.0,Main,4.0,2,108.0,Main,4.0,1,104.0,Main,4.0,1/2,17.0,Main,2.0,2,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir and strain into chilled cocktail glass. Add orange twist.,44,,2012
459,470.0,470,Salty Dog (Gin),2012,358.0,For the Glass,0.0,,16.0,Main,4.0,1 1/2,204.0,Main,4.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rim highball glass with lemon and salt. Fill with ice. Pour in gin and
grapefruit juice and stir well.",21,,2012
460,471.0,471,San Martin Cocktail,2012,16.0,Main,4.0,1 1/2,9.0,Main,4.0,1 1/2,359.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,2012
461,472.0,472,San Sebastian,2012,16.0,Main,4.0,1,204.0,Main,4.0,1/2,22.0,Main,4.0,1/2,23.0,Main,4.0,1/4,21.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
462,473.0,473,Satan's Whiskers,2012,16.0,Main,4.0,3/4,19.0,Main,4.0,3/4,9.0,Main,4.0,3/4,110.0,Main,4.0,1/2,53.0,Main,4.0,1/2,17.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,2012
463,474.0,474,Sensation Cocktail,2012,16.0,Main,4.0,1 1/2,22.0,Main,4.0,1/2,77.0,Main,10.0,1,125.0,Garnish,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Garnish with
mint.",44,,1935
464,475.0,475,Seventh Heaven Cocktail,2012,16.0,Main,4.0,1 1/2,77.0,Main,4.0,1/2,208.0,Main,4.0,1/4,214.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Garnish with
mint.",44,,1935
465,476.0,476,Shady Grove,2012,16.0,Main,4.0,1 1/2,22.0,Main,4.0,1,5.0,Main,10.0,2,241.0,Main,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first three ingredients with ice and strain into ice-filled
highball glass. Fill with ginger beer.",21,,1974
466,477.0,477,The Shiprock,2012,174.0,Main,0.0,3,202.0,Main,4.0,2 1/2,360.0,Main,4.0,1/2,22.0,Main,4.0,1/2,356.0,Main,9.0,1,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle sage leaves in mixing glass. Add gin, ginger syrup, lemon
juice, and orange blossom water and shake with ice. Strain into
chilled cocktail glass. Add orange twist.",44,,2012
467,478.0,478,Silver Bullet,2012,16.0,Main,4.0,1,189.0,Main,4.0,1,22.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
468,479.0,479,Silver Cocktail,2012,19.0,Main,4.0,1,16.0,Main,4.0,1,77.0,Main,10.0,1,5.0,Main,10.0,1,17.0,Main,2.0,2,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,44,,1935
469,480.0,480,Silver King Fizz,2012,16.0,Main,4.0,2,22.0,Main,4.0,3/4,5.0,Main,4.0,3/4,116.0,Main,0.0,1,17.0,Main,2.0,4,60.0,Main,0.0,,78.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first five ingredients very well without ice until foamy. Add ice
and shake again. Strain into ice-filled highball glass. Top with soda
water. Garnish with orange.",21,,2012
470,481.0,481,Silver Star Daisy,2012,16.0,Main,4.0,1,22.0,Main,4.0,1,57.0,Main,4.0,1/2,35.0,Main,4.0,1/2,5.0,Main,4.0,1/2,116.0,Main,0.0,1,60.0,Main,0.0,,17.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake all but bitters very well without ice. Add ice and shake again.
Strain into ice-filled highball glass. Top with soda, then dash with
bitters.",21,,2012
471,482.0,482,Silver Streak,2012,16.0,Main,4.0,1 1/2,189.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
472,483.0,483,Smokey Hollander,2012,181.0,Main,4.0,1 1/2,191.0,Main,4.0,1/2,22.0,Main,4.0,1/2,158.0,Main,4.0,1/2,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake with ice and strain into chilled cocktail glass. Add lemon
twist.",44,,2012
473,484.0,484,Snowball,2012,16.0,Main,4.0,1 1/2,75.0,Main,4.0,1/2,67.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1984
474,485.0,485,So Cue,2012,16.0,Main,4.0,1,361.0,Main,4.0,1,19.0,Main,4.0,1,5.0,Main,4.0,3/4,24.0,Main,4.0,1/2,220.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir with ice and strain into chilled cocktail glass. Garnish with
cucumber slice.",44,,2012
475,486.0,486,Solomon,2012,16.0,Main,4.0,1 1/2,22.0,Main,4.0,3/4,5.0,Main,4.0,1/2,128.0,Main,4.0,1/2,178.0,Main,4.0,1/4,6.0,Main,2.0,1,362.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Shake with ice and strain into Collins glass filled with ice. Insert the cherry-skewered straws.,13,,2012
